,Max Velocity,Avg Velocity,Avg Altitude Drop
4068,4888.368,4352.49,25071783.7
4069,4933.332,4428.49,25084249.6
4070,4851.568,4327.0,25096479.91
4071,4905.101,4568.85,31079849.27
4072,4818.542,4575.88,36266074.02
4073,5179.248,4395.26,20418880.49
4074,4995.301,4451.5,24213514.9
4075,5650.887,4948.58,20448335.31
4076,4859.699000000001,4544.93,31168113.01
4077,5090.887,4628.26,26192518.46
4078,5366.43,4678.38,21140935.75
4079,4956.884,4713.14,34500395.25
4080,5186.753,4826.07,28510293.98
4081,5096.894,4822.04,34518859.64
4082,4984.584,4545.82,27337832.76
4083,4842.778,4584.53,34539176.66
4084,5327.592,4932.3,27354011.68
4085,5858.236999999999,5159.08,19913551.89
4086,5642.228,5029.46,21922077.03
4087,4964.78,4622.51,31324987.01
4088,5111.918,4710.66,28610406.14
4089,4740.598,4448.16,32910051.44
4090,5382.411,4689.52,21250529.68
4091,5724.92,4989.1,19982938.24
4092,4632.304,4352.21,34714095.79
4093,5298.491,4698.78,22758936.04
4094,5440.81,4653.3,20020661.14
4095,5277.710999999998,4781.59,25422687.59
4096,5224.804,4748.8,25435670.74
4097,4509.643,4257.22,36746777.95
4098,5333.087,4678.58,22065196.06
4099,5496.139,4972.19,23655936.1
4100,5268.395,4708.99,23670811.49
4101,5424.109,4742.3,21397330.01
4102,5206.684,4631.86,23703911.93
4103,5269.292,4690.68,23717726.32
4104,5229.746,4712.93,24610082.28
4105,5488.72,4889.67,22927492.01
4106,5560.223000000001,4906.03,21465629.68
4107,5254.511,4576.06,22196867.69
4108,4660.845,4320.78,31718180.63
4109,5211.777,4715.26,25630565.39
4110,5466.19,4841.14,22229361.83
4111,5571.973000000001,4858.88,20859170.62
4112,4693.245,4404.96,35137895.29
4113,4874.517,4639.2,37096326.23
4114,4781.974,4342.82,27833443.39
4115,4911.991,4489.01,27844518.74
4116,4603.792,4310.64,35178766.55
4117,5181.263,4854.27,30390920.02
4118,4937.555,4484.93,27868506.66
4119,5251.581,4815.71,26765854.39
4120,5147.071,4603.7,24796165.22
4121,5041.654,4637.78,29117835.66
4122,5130.542,4640.26,25770408.72
4123,4654.104,4367.31,35271465.12
4124,5125.694,4648.23,25787983.2
4125,5124.001,4762.0,29161757.02
4126,5224.924,4629.42,23143887.81
4127,4395.85,4139.46,37293850.08
4128,4965.06,4413.09,24875840.77
0,89.29247,65.79,620.45
1,79.14204000000001,50.18,1240.91
2,75.52920999999999,43.28,1861.36
3,87.03955,62.58,2481.81
4,73.65965,38.63,3102.27
5,81.94166,54.85,3722.72
6,84.76772,59.23,4343.17
7,74.77611,41.59,4963.63
8,84.19595,58.36,5584.08
9,90.53459000000001,67.52,6204.53
10,80.0802,51.79,6824.99
11,90.91539,68.04,7445.44
12,78.67163000000001,49.35,8065.89
13,75.31196,42.81,8686.34
14,75.92239000000001,44.11,9306.8
15,78.37803000000001,48.83,9927.25
16,87.38101,63.07,10547.7
17,85.61497,60.49,11168.16
18,76.48435,45.25,11788.61
19,75.38961,42.98,12409.06
20,97.7947,77.19,13029.52
21,81.3263,53.85,13649.97
22,85.16215,59.82,14270.42
23,87.67805,63.5,14890.88
24,80.56493,52.6,15511.33
25,76.14699999999999,44.57,16131.78
26,77.04204,46.35,16752.24
27,84.10381,58.22,17372.69
28,75.13709,42.42,17993.14
29,87.48031,63.22,18613.6
30,79.0979,50.1,19234.05
31,80.5909,52.65,19854.5
32,97.6159,76.95,20474.96
33,84.33859,58.58,21095.41
34,82.01173,54.96,21715.86
35,90.77769,67.85,22336.31
36,86.73978000000001,62.14,22956.77
37,91.42815999999999,68.75,23577.22
38,92.58848,70.32,24197.67
39,74.41546,40.72,24818.13
40,91.93213,69.43,25438.58
41,88.94216,65.3,26059.03
42,77.77711,47.73,26679.49
43,78.42172,48.91,27299.94
44,77.34898000000001,46.93,27920.39
45,97.58679000000001,76.92,28540.85
46,93.69511,71.81,29161.3
47,78.21381,48.53,29781.75
48,90.01442,66.8,30402.21
49,86.08606999999999,61.19,31022.66
50,84.59042,58.96,31643.11
51,85.83081,60.81,32263.57
52,86.86224,62.32,32884.02
53,89.89997,66.64,33504.47
54,87.70861,63.54,34124.93
55,82.07781999999999,55.07,34745.38
56,85.07124,59.68,35365.83
57,78.24837,48.59,35986.29
58,88.62344,64.85,36606.74
59,87.66339,63.48,37227.19
60,77.15671,46.57,37847.64
61,87.92096,63.85,38468.1
62,86.32600000000001,61.54,39088.55
63,90.39056,67.32,39709.0
64,92.7691,70.57,40329.46
65,79.17374000000001,50.24,40949.91
66,74.33775,40.53,41570.36
67,88.22952,64.29,42190.82
68,84.41663,58.7,42811.27
69,80.49648,52.49,43431.72
70,75.08884,42.31,44052.18
71,78.1724,48.46,44672.63
72,91.41516999999999,68.73,45293.08
73,83.22909,56.88,45913.54
74,79.20165,50.29,46533.99
75,74.46007,40.83,47154.44
76,94.164,72.43,47774.9
77,78.57664,49.18,48395.35
78,86.68439000000001,62.06,49015.8
79,78.64919,49.31,49636.26
80,78.07656,48.28,50256.71
81,85.69057,60.6,50877.16
82,84.10146999999999,58.22,51497.61
83,88.7867,65.08,52118.07
84,78.72919,49.46,52738.52
85,90.57454,67.57,53358.97
86,79.66813,51.09,53979.43
87,82.54726,55.81,54599.88
88,84.35512,58.6,55220.33
89,75.45476,43.12,55840.79
90,77.90069,47.96,56461.24
91,86.29303,61.49,57081.69
92,85.84794000000001,60.84,57702.15
93,88.25139,64.32,58322.6
94,76.5573,45.4,58943.05
95,82.27577,55.38,59563.51
96,93.06026,70.96,60183.96
97,78.39723000000001,48.86,60804.41
98,90.17474,67.02,61424.87
99,83.25131999999999,56.91,62045.32
100,82.1219,55.14,62665.77
101,79.98685,51.63,63286.23
102,97.03339,76.2,63906.68
103,90.61045,67.62,64527.13
104,86.78971999999999,62.22,65147.58
105,86.5741,61.9,65768.04
106,78.4033,48.87,66388.49
107,83.97711,58.03,67008.94
108,84.59980999999999,58.97,67629.4
109,84.77429000000001,59.24,68249.85
110,82.05143000000001,55.02,68870.3
111,83.35585999999999,57.07,69490.76
112,77.20845,46.66,70111.21
113,83.4701,57.25,70731.66
114,88.89899,65.24,71352.12
115,79.53881,50.87,71972.57
116,74.03063,39.72,72593.02
117,78.32309000000001,48.73,73213.48
118,86.23980999999999,61.41,73833.93
119,82.06615,55.05,74454.38
120,84.79338,59.27,75074.84
121,76.87845,46.03,75695.29
122,75.15471,42.46,76315.74
123,94.6877,73.13,76936.2
124,79.15144000000001,50.2,77556.65
125,80.9017,53.16,78177.1
126,92.9332,70.79,78797.56
127,80.19645,51.99,79418.01
128,84.55779,58.91,80038.46
129,80.26749000000001,52.11,80658.91
130,84.9499,59.5,81279.37
131,78.4704,48.99,81899.82
132,78.81185,49.6,82520.27
133,91.73428,69.16,83140.73
134,85.28132,60.0,83761.18
135,89.91744,66.66,84381.63
136,79.1862,50.26,85002.09
137,87.14663,62.73,85622.54
138,74.06628,39.82,86242.99
139,74.72572,41.48,86863.45
140,86.04559,61.13,87483.9
141,78.4884,49.03,88104.35
142,79.6469,51.05,88724.81
143,77.1848,46.62,89345.26
144,95.05045,73.61,89965.71
145,80.04115,51.72,90586.17
146,83.02463,56.56,91206.62
147,84.7522,59.2,91827.07
148,73.89791,39.35,92447.53
149,91.39578,68.7,93067.98
150,74.12189000000001,39.97,93688.43
151,82.26775,55.37,94308.88
152,79.70328,51.15,94929.34
153,77.25098,46.75,95549.79
154,82.71667,56.08,96170.24
155,80.53174,52.55,96790.7
156,87.26254,62.9,97411.15
157,84.59158000000001,58.96,98031.6
158,78.87349,49.71,98652.06
159,87.48116,63.22,99272.51
160,73.98413000000001,39.6,99892.96
161,86.98156,62.5,100513.42
162,76.09600999999999,44.47,101133.87
163,78.75501,49.5,101754.32
164,82.8345,56.26,102374.78
165,76.08617,44.45,102995.23
166,89.26987,65.76,103615.68
167,88.73015,65.0,104236.14
168,77.0065,46.28,104856.59
169,87.54919,63.31,105477.04
170,74.88667,41.85,106097.5
171,85.65581999999999,60.55,106717.95
172,75.83306999999999,43.93,107338.4
173,84.84049,59.34,107958.86
174,82.7504,56.13,108579.31
175,101.1023,81.4,109199.76
176,76.15674,44.59,109820.21
177,81.7881,54.6,110440.67
178,78.59151999999999,49.21,111061.12
179,98.19774,77.7,111681.57
180,76.19484,44.67,112302.03
181,88.71918000000001,64.98,112922.48
182,97.27235,76.51,113542.93
183,89.5808,66.19,114163.39
184,87.03466999999999,62.57,114783.84
185,88.55964,64.76,115404.29
186,77.71054000000001,47.61,116024.75
187,76.7934,45.86,116645.2
188,83.27846,56.95,117265.65
189,73.77212,38.98,117886.11
190,78.39888,48.87,118506.56
191,79.64405,51.05,119127.01
192,79.1676,50.23,119747.47
193,87.55524,63.32,120367.92
194,84.97585,59.54,120988.37
195,83.19196,56.82,121608.83
196,93.1476,71.08,122229.28
197,85.33498,60.08,122849.73
198,91.0689,68.25,123470.18
199,85.6959,60.61,124090.64
200,87.37605,63.07,124711.09
201,94.54675999999999,72.94,125331.54
202,74.11658,39.96,125952.0
203,89.56978000000001,66.18,126572.45
204,78.16171999999999,48.44,127192.9
205,81.98046,54.91,127813.36
206,75.42923,43.07,128433.81
207,81.70803000000001,54.47,129054.26
208,96.00684,74.86,129674.72
209,83.02402,56.56,130295.17
210,81.90894,54.8,130915.62
211,75.02956999999999,42.18,131536.08
212,81.0748,53.44,132156.53
213,81.98952,54.92,132776.98
214,95.82637,74.63,133397.44
215,92.10284,69.66,134017.89
216,90.4463,67.4,134638.34
217,86.08144,61.18,135258.8
218,76.51013,45.31,135879.25
219,96.5788,75.61,136499.7
220,88.11119000000001,64.12,137120.15
221,81.5124,54.16,137740.61
222,83.89545,57.9,138361.06
223,73.59812,38.42,138981.51
224,85.76811,60.72,139601.97
225,94.72894000000001,73.18,140222.42
226,84.09646,58.21,140842.87
227,85.88600000000001,60.89,141463.33
228,73.58469000000001,38.37,142083.78
229,83.22118,56.86,142704.23
230,74.63811,41.27,143324.69
231,74.91525,41.92,143945.14
232,88.75771,65.04,144565.59
233,84.37557,58.64,145186.05
234,78.47662,49.01,145806.5
235,86.42549,61.69,146426.95
236,85.97896999999999,61.03,147047.41
237,83.00251,56.52,147667.86
238,73.75854,38.94,148288.31
239,74.61031,41.2,148908.77
240,85.17936999999999,59.84,149529.22
241,90.50723,67.48,150149.67
242,83.21222,56.85,150770.13
243,90.64115,67.66,151390.58
244,77.07303,46.41,152011.03
245,99.14291999999999,78.92,152631.48
246,83.13956,56.74,153251.94
247,96.67911,75.74,153872.39
248,82.67627,56.01,154492.84
249,80.5293,52.54,155113.3
250,96.90911,76.04,155733.75
251,75.87508000000001,44.01,156354.2
252,73.66588,38.65,156974.66
253,83.55313000000001,57.38,157595.11
254,81.2486,53.73,158215.56
255,87.43919,63.16,158836.02
256,77.33556999999999,46.91,159456.47
257,86.51704000000001,61.82,160076.92
258,81.46246,54.08,160697.38
259,74.80790999999999,41.67,161317.83
260,83.20535,56.84,161938.28
261,89.33459,65.85,162558.74
262,87.90057,63.82,163179.19
263,82.36627,55.52,163799.64
264,93.98735,72.2,164420.1
265,88.17358,64.21,165040.55
266,94.58044,72.99,165661.0
267,92.86522,70.7,166281.45
268,90.73901,67.8,166901.91
269,84.12727,58.26,167522.36
270,75.81042,43.88,168142.81
271,97.01779,76.18,168763.27
272,83.72232,57.64,169383.72
273,78.24956999999999,48.6,170004.17
274,79.70733,51.16,170624.63
275,91.04623000000001,68.22,171245.08
276,77.33778000000001,46.91,171865.53
277,85.35086,60.1,172485.99
278,82.38371,55.55,173106.44
279,81.31568,53.84,173726.89
280,93.87720999999999,72.05,174347.35
281,94.66051,73.09,174967.8
282,97.81209,77.21,175588.25
283,89.12698,65.56,176208.71
284,87.14304,62.73,176829.16
285,76.50774,45.3,177449.61
286,89.64071,66.28,178070.07
287,84.16601999999999,58.32,178690.52
288,86.5338,61.84,179310.97
289,82.03806,55.0,179931.43
290,78.99855,49.93,180551.88
291,80.44508,52.4,181172.33
292,77.33319,46.9,181792.78
293,73.92979,39.44,182413.24
294,73.62203000000001,38.5,183033.69
295,85.72934000000001,60.66,183654.14
296,74.13563,40.01,184274.6
297,89.26099,65.74,184895.05
298,85.99548,61.05,185515.5
299,86.19283,61.34,186135.96
300,74.26052,40.33,186756.41
301,75.87808000000001,44.02,187376.86
302,92.77065,70.57,187997.32
303,88.31011,64.4,188617.77
304,77.41985,47.07,189238.22
305,85.77461,60.73,189858.68
306,75.53589000000001,43.3,190479.13
307,83.79094,57.74,191099.58
308,76.63602,45.56,191720.04
309,77.21536,46.68,192340.49
310,91.48751999999999,68.83,192960.94
311,78.27835999999999,48.65,193581.4
312,77.79545999999999,47.77,194201.85
313,92.08319,69.64,194822.3
314,78.60268,49.23,195442.75
315,77.68626,47.56,196063.21
316,77.0472,46.36,196683.66
317,76.08662,44.45,197304.11
318,77.80811,47.79,197924.57
319,74.76566,41.57,198545.02
320,76.48092,45.25,199165.47
321,80.09132,51.81,199785.93
322,80.89374000000001,53.15,200406.38
323,86.54663000000001,61.86,201026.83
324,82.46481,55.68,201647.29
325,78.89798,49.75,202267.74
326,83.76686,57.71,202888.19
327,86.71544,62.11,203508.65
328,77.16308000000001,46.58,204129.1
329,80.67662,52.79,204749.55
330,85.32753000000001,60.07,205370.01
331,87.18114,62.78,205990.46
332,79.99199,51.64,206610.91
333,80.88698000000001,53.14,207231.37
334,89.31976999999999,65.83,207851.82
335,80.89355,53.15,208472.27
336,86.44577,61.72,209092.73
337,90.75211,67.82,209713.18
338,87.76116999999999,63.62,210333.63
339,84.27888,58.49,210954.08
340,74.51796999999999,40.98,211574.54
341,82.66386999999999,55.99,212194.99
342,89.07603,65.48,212815.44
343,88.06993,64.06,213435.9
344,90.84711999999999,67.95,214056.35
345,90.71693,67.77,214676.8
346,87.9392,63.87,215297.26
347,88.90307,65.24,215917.71
348,80.6574,52.76,216538.16
349,86.91254,62.4,217158.62
350,95.52064,74.23,217779.07
351,77.19955,46.65,218399.52
352,83.81683000000001,57.78,219019.98
353,83.63096999999999,57.5,219640.43
354,87.81770999999999,63.7,220260.88
355,85.44237,60.24,220881.34
356,87.84900999999999,63.74,221501.79
357,73.59148,38.4,222122.24
358,80.42268,52.37,222742.7
359,86.63391999999999,61.99,223363.15
360,83.78098,57.73,223983.6
361,79.42069000000001,50.66,224604.05
362,86.98980999999999,62.51,225224.51
363,95.48682,74.18,225844.96
364,93.15199,71.08,226465.41
365,94.25439,72.55,227085.87
366,85.6889,60.6,227706.32
367,89.18836,65.64,228326.77
368,81.32687,53.86,228947.23
369,95.76462,74.55,229567.68
370,80.24599,52.07,230188.13
371,84.08936,58.2,230808.59
372,98.27078,77.8,231429.04
373,80.34026,52.23,232049.49
374,74.69351,41.4,232669.95
375,76.10378,44.49,233290.4
376,74.1553,40.06,233910.85
377,92.29253,69.92,234531.31
378,83.9215,57.94,235151.76
379,81.79382,54.61,235772.21
380,80.60949000000001,52.68,236392.67
381,89.14461,65.58,237013.12
382,73.74231,38.89,237633.57
383,89.11641999999999,65.54,238254.02
384,87.21341,62.83,238874.48
385,86.2038,61.36,239494.93
386,76.0181,44.31,240115.38
387,74.62495,41.24,240735.84
388,86.86506,62.33,241356.29
389,96.64703,75.7,241976.74
390,88.16514000000001,64.2,242597.2
391,77.56733,47.34,243217.65
392,73.96493000000001,39.54,243838.1
393,85.22771,59.92,244458.56
394,85.16996,59.83,245079.01
395,88.31223,64.4,245699.46
396,86.59805,61.94,246319.92
397,88.85406,65.17,246940.37
398,94.98579000000001,73.52,247560.82
399,91.41096999999999,68.72,248181.28
400,86.83542,62.28,248801.73
401,80.76991,52.94,249422.18
402,85.73427,60.67,250042.64
403,85.15817,59.81,250663.09
404,93.32749,71.32,251283.54
405,80.84834000000001,53.07,251904.0
406,74.43129,40.76,252524.45
407,81.6011,54.3,253144.9
408,95.56182,74.28,253765.35
409,81.53669000000001,54.2,254385.81
410,91.21581,68.45,255006.26
411,77.4664,47.15,255626.71
412,80.28856999999999,52.14,256247.17
413,86.09634,61.2,256867.62
414,80.68559,52.8,257488.07
415,76.45374,45.19,258108.53
416,77.14161,46.54,258728.98
417,89.71474,66.38,259349.43
418,74.76227,41.56,259969.89
419,85.98615,61.04,260590.34
420,78.94175,49.83,261210.79
421,83.05213,56.6,261831.25
422,85.2968,60.02,262451.7
423,89.59689,66.21,263072.15
424,97.79700000000001,77.19,263692.61
425,85.77328,60.73,264313.06
426,74.15061,40.05,264933.51
427,86.91853,62.4,265553.97
428,92.9745,70.84,266174.42
429,88.61523000000001,64.83,266794.87
430,79.74476,51.22,267415.32
431,76.48770999999999,45.26,268035.78
432,89.66547,66.31,268656.23
433,74.70188,41.42,269276.68
434,81.99835999999999,54.94,269897.14
435,87.39288,63.09,270517.59
436,83.13091,56.72,271138.04
437,88.61974000000001,64.84,271758.5
438,76.18061,44.64,272378.95
439,80.77920999999999,52.96,272999.4
440,89.99979,66.78,273619.86
441,78.44771999999999,48.95,274240.31
442,87.85767,63.76,274860.76
443,77.77615,47.73,275481.22
444,86.9521,62.45,276101.67
445,78.46375,48.98,276722.12
446,84.7185,59.15,277342.58
447,85.40848000000001,60.19,277963.03
448,81.31034,53.83,278583.48
449,93.70387,71.82,279203.94
450,82.66779,56.0,279824.39
451,81.69319,54.45,280444.84
452,74.52161,40.99,281065.3
453,84.1685,58.32,281685.75
454,80.82789,53.04,282306.2
455,80.12926,51.87,282926.65
456,79.02707,49.98,283547.11
457,92.17681,69.77,284167.56
458,86.43389,61.7,284788.01
459,83.6376,57.51,285408.47
460,93.82211,71.98,286028.92
461,79.96228,51.59,286649.37
462,86.32254,61.54,287269.83
463,82.95176,56.44,287890.28
464,87.71410999999999,63.55,288510.73
465,81.14154,53.55,289131.19
466,90.08086999999999,66.89,289751.64
467,73.80339000000001,39.08,290372.09
468,82.99441999999999,56.51,290992.55
469,87.79008,63.66,291613.0
470,80.84411,53.07,292233.45
471,95.19048000000001,73.79,292853.91
472,84.5877,58.96,293474.36
473,85.86601,60.86,294094.81
474,73.82231,39.13,294715.27
475,89.17748,65.63,295335.72
476,93.30763,71.29,295956.17
477,81.84734,54.7,296576.62
478,94.09836999999999,72.35,297197.08
479,85.61919,60.5,297817.53
480,87.09142,62.65,298437.98
481,74.51259,40.96,299058.44
482,87.53484,63.29,299678.89
483,89.52422,66.11,300299.34
484,79.93359,51.54,300919.8
485,77.43534,47.09,301540.25
486,73.6816,38.7,302160.7
487,76.17712,44.64,302781.16
488,92.86928,70.7,303401.61
489,85.39031999999999,60.16,304022.06
490,86.00851,61.07,304642.52
491,82.18261,55.23,305262.97
492,76.81824,45.91,305883.42
493,84.84204,59.34,306503.88
494,97.79417,77.18,307124.33
495,82.038,55.0,307744.78
496,93.70636,71.82,308365.24
497,76.93945,46.15,308985.69
498,93.74853,71.88,309606.14
499,90.98642,68.14,310226.59
500,85.75253000000001,60.7,310847.05
501,75.15468,42.46,311467.5
502,78.91808,49.79,312087.95
503,92.15989,69.74,312708.41
504,96.95018,76.09,313328.86
505,74.23147,40.26,313949.31
506,82.90671999999999,56.37,314569.77
507,92.26595,69.89,315190.22
508,88.7314,65.0,315810.67
509,74.40508,40.7,316431.13
510,83.536,57.35,317051.58
511,85.4661,60.27,317672.03
512,80.8007,52.99,318292.49
513,73.7198,38.82,318912.94
514,84.92426,59.46,319533.39
515,83.9525,57.99,320153.85
516,94.69524,73.14,320774.3
517,80.74701,52.9,321394.75
518,84.27299000000001,58.48,322015.21
519,77.12684,46.51,322635.66
520,77.73286999999999,47.65,323256.11
521,87.18268,62.79,323876.57
522,85.95956,61.0,324497.02
523,77.17683000000001,46.6,325117.47
524,74.86748,41.81,325737.92
525,94.1419,72.4,326358.38
526,87.8268,63.71,326978.83
527,85.74929,60.69,327599.28
528,81.82925,54.67,328219.74
529,81.02606,53.36,328840.19
530,85.19238,59.86,329460.64
531,84.20769,58.38,330081.1
532,87.45545,63.18,330701.55
533,92.24013000000001,69.85,331322.0
534,83.63313000000001,57.5,331942.46
535,98.02229,77.48,332562.91
536,86.19955,61.35,333183.36
537,86.30466,61.51,333803.82
538,84.67596,59.09,334424.27
539,79.26218,50.39,335044.72
540,86.07715999999999,61.18,335665.18
541,90.93066,68.06,336285.63
542,87.61725,63.41,336906.08
543,82.36264,55.52,337526.54
544,80.69265,52.81,338146.99
545,77.53994,47.29,338767.44
546,85.205,59.88,339387.89
547,76.1001,44.48,340008.35
548,81.97734,54.9,340628.8
549,89.12187,65.55,341249.25
550,80.74608,52.9,341869.71
551,91.31698,68.59,342490.16
552,84.84407,59.34,343110.61
553,93.99679,72.21,343731.07
554,73.71035,38.79,344351.52
555,83.99204,58.05,344971.97
556,86.08738000000001,61.19,345592.43
557,74.65142,41.3,346212.88
558,84.46252,58.77,346833.33
559,89.89944,66.64,347453.79
560,77.95065,48.05,348074.24
561,75.12783,42.4,348694.69
562,89.118,65.54,349315.15
563,91.11174,68.31,349935.6
564,75.65213,43.54,350556.05
565,88.90247,65.24,351176.51
566,95.38458,74.05,351796.96
567,80.02037,51.69,352417.41
568,81.46793000000001,54.08,353037.87
569,85.80413,60.77,353658.32
570,91.93151,69.43,354278.77
571,80.9696,53.27,354899.22
572,84.78303000000001,59.25,355519.68
573,80.44872,52.41,356140.13
574,79.74058000000001,51.21,356760.58
575,80.02271999999999,51.69,357381.04
576,99.80348000000001,79.76,358001.49
577,78.27557,48.64,358621.94
578,87.79248,63.66,359242.4
579,73.72536,38.84,359862.85
580,79.03481,49.99,360483.3
581,80.6713,52.78,361103.76
582,89.32364,65.83,361724.21
583,83.38518,57.12,362344.66
584,75.81515999999999,43.89,362965.12
585,86.13351999999999,61.26,363585.57
586,74.47661,40.88,364206.02
587,88.79034,65.08,364826.48
588,78.83462,49.64,365446.93
589,86.95918,62.46,366067.38
590,87.34512,63.02,366687.84
591,81.91234,54.8,367308.29
592,86.20296,61.36,367928.74
593,80.80512,53.0,368549.19
594,81.62432,54.34,369169.65
595,96.88549,76.01,369790.1
596,95.35637,74.01,370410.55
597,78.7859,49.56,371031.01
598,91.85842,69.33,371651.46
599,80.66376,52.77,372271.91
600,91.02551,68.19,372892.37
601,78.48929,49.03,373512.82
602,86.52155,61.83,374133.27
603,77.64721999999999,47.49,374753.73
604,94.00369,72.22,375374.18
605,84.9919,59.56,375994.63
606,93.94649,72.14,376615.09
607,86.67947,62.06,377235.54
608,86.02954,61.11,377855.99
609,85.20432,59.88,378476.45
610,85.18404,59.85,379096.9
611,79.78754,51.29,379717.35
612,83.89095,57.9,380337.81
613,82.5473,55.81,380958.26
614,75.31218,42.81,381578.71
615,75.38609,42.97,382199.17
616,77.83098000000001,47.83,382819.62
617,96.7131,75.78,383440.07
618,96.63355,75.68,384060.52
619,76.72408,45.73,384680.98
620,75.31234,42.81,385301.43
621,88.63405,64.86,385921.88
622,75.46037,43.13,386542.34
623,84.62943,59.02,387162.79
624,75.14239,42.43,387783.24
625,75.80894,43.88,388403.7
626,95.6929,74.45,389024.15
627,94.0655,72.3,389644.6
628,80.41412,52.35,390265.06
629,88.94001,65.29,390885.51
630,73.97847,39.58,391505.96
631,92.82769,70.64,392126.42
632,94.67627,73.11,392746.87
633,86.59991,61.94,393367.32
634,82.22659,55.3,393987.78
635,87.59064000000001,63.37,394608.23
636,94.27086,72.58,395228.68
637,77.98843000000001,48.12,395849.14
638,78.86686,49.7,396469.59
639,84.27376,58.48,397090.04
640,84.65176,59.05,397710.49
641,85.40293,60.18,398330.95
642,76.86043000000001,46.0,398951.4
643,86.89513000000001,62.37,399571.85
644,82.58913000000001,55.88,400192.31
645,92.49669,70.2,400812.76
646,75.03607,42.19,401433.21
647,75.85633,43.97,402053.67
648,88.51093,64.69,402674.12
649,76.19038,44.66,403294.57
650,74.07808,39.85,403915.03
651,79.13311999999999,50.17,404535.48
652,94.0496,72.28,405155.93
653,86.18372,61.33,405776.39
654,73.69564,38.75,406396.84
655,95.09478,73.67,407017.29
656,96.51791,75.53,407637.75
657,85.19830999999999,59.87,408258.2
658,88.01997,63.99,408878.65
659,87.2134,62.83,409499.11
660,84.98593000000001,59.56,410119.56
661,87.77878,63.64,410740.01
662,88.3327,64.43,411360.46
663,91.36166,68.65,411980.92
664,76.4637,45.21,412601.37
665,96.10851,75.0,413221.82
666,99.94858,79.94,413842.28
667,73.75707,38.94,414462.73
668,75.31187,42.81,415083.18
669,80.68466,52.8,415703.64
670,87.71143000000001,63.55,416324.09
671,78.85435,49.68,416944.54
672,78.89912,49.76,417565.0
673,91.09201999999999,68.29,418185.45
674,84.91174000000001,59.44,418805.9
675,85.30673,60.03,419426.36
676,81.79209,54.61,420046.81
677,82.93262,56.41,420667.26
678,81.38388,53.95,421287.72
679,81.26257,53.75,421908.17
680,89.79692,66.49,422528.62
681,85.14416999999999,59.79,423149.08
682,87.10806,62.68,423769.53
683,91.4352,68.76,424389.98
684,77.6302,47.46,425010.44
685,90.70626,67.75,425630.89
686,90.4332,67.38,426251.34
687,100.6373,80.81,426871.79
688,78.66655,49.34,427492.25
689,84.1703,58.32,428112.7
690,79.60885999999999,50.99,428733.15
691,78.44003000000001,48.94,429353.61
692,79.12471,50.15,429974.06
693,81.85669,54.71,430594.51
694,79.47648000000001,50.76,431214.97
695,98.13728,77.63,431835.42
696,82.93236,56.41,432455.87
697,79.52609,50.85,433076.33
698,84.11327,58.24,433696.78
699,73.68381,38.71,434317.23
700,80.4132,52.35,434937.69
701,84.57866999999999,58.94,435558.14
702,78.02977,48.2,436178.59
703,92.08508,69.64,436799.05
704,75.79856,43.85,437419.5
705,97.08778000000001,76.27,438039.95
706,88.21436,64.27,438660.41
707,90.01122,66.79,439280.86
708,84.3382,58.58,439901.31
709,75.69006,43.63,440521.76
710,76.26092,44.81,441142.22
711,95.23288000000001,73.85,441762.67
712,78.01859,48.18,442383.12
713,79.42428000000001,50.67,443003.58
714,87.92635,63.85,443624.03
715,83.02016,56.55,444244.48
716,84.93949,59.49,444864.94
717,74.15926,40.07,445485.39
718,76.25483,44.79,446105.84
719,76.59756999999999,45.48,446726.3
720,82.29651,55.41,447346.75
721,73.65491,38.61,447967.2
722,92.18212,69.77,448587.66
723,79.39355,50.62,449208.11
724,77.40468,47.04,449828.56
725,84.54748000000001,58.9,450449.02
726,75.04276999999999,42.21,451069.47
727,77.43124,47.09,451689.92
728,80.86943000000001,53.11,452310.38
729,86.46439000000001,61.74,452930.83
730,75.62722,43.49,453551.28
731,82.26642,55.37,454171.74
732,73.66793,38.66,454792.19
733,97.80234,77.2,455412.64
734,73.98875,39.61,456033.09
735,74.5514,41.06,456653.55
736,81.93921999999999,54.84,457274.0
737,88.62318,64.85,457894.45
738,78.2678,48.63,458514.91
739,86.33102,61.55,459135.36
740,99.01847,78.76,459755.81
741,85.52319,60.36,460376.27
742,77.9248,48.0,460996.72
743,86.71099,62.1,461617.17
744,80.07016999999999,51.77,462237.63
745,81.80828000000001,54.63,462858.08
746,83.87714,57.88,463478.53
747,85.93475,60.97,464098.99
748,76.64839,45.58,464719.44
749,88.2602,64.33,465339.89
750,88.42316,64.56,465960.35
751,96.2941,75.24,466580.8
752,94.18398,72.46,467201.25
753,86.99474000000001,62.51,467821.71
754,87.61265999999999,63.41,468442.16
755,87.45042,63.17,469062.61
756,98.64451,78.28,469683.06
757,79.19792,50.28,470303.52
758,75.27242,42.72,470923.97
759,76.66824,45.62,471544.42
760,89.4768,66.05,472164.88
761,90.46578000000001,67.42,472785.33
762,77.68105,47.55,473405.78
763,97.10521999999999,76.29,474026.24
764,90.65227,67.68,474646.69
765,92.214,69.82,475267.14
766,88.0996,64.1,475887.6
767,95.04800999999999,73.6,476508.05
768,80.0153,51.68,477128.5
769,77.48038000000001,47.18,477748.96
